Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage,Mileage_naa,Engine,Engine_naa,Power,Power_naa
2012,52000,Diesel,Manual,First,5.0,3.55,28.4,False,1248.0,False,74.0,False
2010,95637,CNG,Manual,Second,5.0,1.9,5.611896938874878,False,1495.0,False,93.7,False
2008,131000,Diesel,Manual,First,7.0,3.6,10.5,False,2609.0,False,120.0,False
2015,42076,Diesel,Automatic,First,5.0,21.8,13.0,False,2143.0,False,201.1,False
2012,76000,Diesel,Manual,Second,7.0,13.5,13.0,False,2982.0,False,168.5,False
2016,20487,Petrol,Manual,First,5.0,2.66,22.7,False,799.0,False,53.64,False
2010,43000,Petrol,Manual,Second,5.0,3.75,16.8,False,1497.0,False,116.3,False
2018,17000,Petrol,Automatic,First,5.0,32.0,19.16,False,2494.0,False,158.2,False
2016,60805,Diesel,Manual,First,5.0,8.07,26.0,False,1498.0,False,98.6,False
2012,58775,Diesel,Manual,First,5.0,5.64,19.33,False,1968.0,False,138.1,False
2013,70181,Diesel,Automatic,First,5.0,23.99,17.68,False,1968.0,False,174.33,False
2016,85827,Diesel,Manual,First,7.0,7.5,20.77,False,1248.0,False,88.76,False
2016,58205,Diesel,Automatic,First,5.0,27.0,19.27,False,2143.0,False,167.62,False
2008,91000,Diesel,Manual,Second,5.0,2.85,19.3,False,1248.0,False,73.9,False
2012,74000,Diesel,Manual,First,5.0,6.35,19.01,False,1461.0,False,108.45,False
2010,79324,Diesel,Manual,First,5.0,3.3,21.1,False,1248.0,False,73.9,False
2013,38623,Petrol,Manual,First,5.0,5.0,19.1,False,1197.0,False,85.8,False
2014,59923,Diesel,Manual,First,5.0,6.46,22.9,False,1248.0,False,74.0,False
2017,23360,Petrol,Manual,First,5.0,3.75,21.1,False,814.0,False,55.2,False
2003,61495,Petrol,Manual,Third,5.0,1.52,17.3,False,993.0,False,60.0,False
2012,56661,Petrol,Manual,First,7.0,3.61,15.1,False,1196.0,False,73.0,False
2017,40318,Diesel,Automatic,First,5.0,43.74,14.16,False,1968.0,False,174.3,False
2014,60000,Diesel,Automatic,First,5.0,20.0,15.73,False,1968.0,False,174.33,False
2008,103000,Diesel,Automatic,Second,2.0,3.0,0.0,False,799.0,False,113.37409595233115,False
2010,130000,Diesel,Manual,First,5.0,3.65,19.3,False,1248.0,False,73.9,False
2013,20000,Diesel,Manual,First,10.0,5.25,14.07,False,1978.0,False,83.1,False
2016,76000,Diesel,Automatic,First,7.0,58.0,15.97,False,2993.0,False,258.0,False
2015,30000,Petrol,Automatic,First,5.0,8.65,18.0,False,1497.0,False,117.3,False
2015,150000,Diesel,Manual,First,5.0,2.5,25.0,False,1396.0,False,69.01,False
2014,28000,Petrol,Automatic,First,5.0,7.75,16.93,False,1197.0,False,103.6,False
2015,74000,Petrol,Manual,First,5.0,4.15,23.1,False,998.0,False,67.04,False
2011,75000,Diesel,Manual,First,7.0,10.85,11.5,False,2982.0,False,171.0,False
2010,76000,Petrol,Automatic,Second,5.0,5.53,11.3,False,2360.0,False,170.0,False
2014,64889,Diesel,Automatic,First,5.0,11.5,15.5,False,1896.0,False,105.0,False
2010,10000,Petrol,Manual,First,2.0,40.0,9.0,False,3436.0,False,113.37409595233115,False
2015,43000,Diesel,Manual,First,5.0,9.25,19.67,False,1582.0,False,126.2,False
2011,47490,Petrol,Manual,First,5.0,2.29,17.5,False,1198.0,False,75.0,False
2015,80000,Diesel,Manual,First,5.0,7.0,22.77,False,1498.0,False,98.59,False
2007,60000,Petrol,Manual,Second,5.0,1.65,18.2,False,1061.0,False,64.0,False
2017,6006,Petrol,Manual,First,5.0,8.25,20.73,False,1373.0,False,91.1,False
2011,71703,Petrol,Automatic,First,5.0,9.14,14.74,False,1991.0,False,181.03,False
2016,33000,Petrol,Manual,First,5.0,6.5,17.8,False,1198.0,False,86.7,False
2012,60000,Diesel,Manual,First,5.0,2.95,23.59,False,1364.0,False,113.37409595233115,False
2015,91000,Diesel,Manual,First,5.0,5.75,19.87,False,1461.0,False,83.8,False
2012,72000,LPG,Manual,First,5.0,2.85,11.138765136251653,False,998.0,False,58.2,False
2011,43000,Petrol,Manual,Second,5.0,2.1,16.47,False,1198.0,False,73.9,False
2017,63770,Diesel,Manual,First,5.0,13.55,19.67,False,1582.0,False,126.2,False
2012,43510,Diesel,Automatic,First,5.0,20.5,14.74,False,2993.0,False,270.9,False
2017,52000,Diesel,Manual,First,5.0,20.0,16.3,False,1956.0,False,170.0,False
2018,31427,Diesel,Automatic,First,5.0,59.72,15.68,False,1999.0,False,177.0,False
2016,29000,Diesel,Manual,First,5.0,6.5,27.39,False,1248.0,False,74.0,False
2016,56000,Diesel,Manual,First,5.0,7.5,28.09,False,1248.0,False,88.5,False
2007,76000,Petrol,Manual,Second,5.0,2.15,15.0,False,1586.0,False,104.68,False
2015,53615,Diesel,Manual,First,5.0,8.44,22.7,False,1582.0,False,126.24,False
2013,132000,Diesel,Manual,First,7.0,12.49,13.5,False,2477.0,False,175.56,False
2017,14800,Petrol,Manual,First,5.0,5.48,17.0,False,1198.0,False,73.75,False
2013,35433,Petrol,Manual,First,5.0,4.2,18.5,False,1197.0,False,85.8,False
2013,82966,Diesel,Manual,First,5.0,7.2,16.8,False,1493.0,False,110.0,False
2014,96000,Diesel,Manual,First,5.0,4.8,23.4,False,1248.0,False,74.0,False
2017,39528,Diesel,Manual,First,6.0,5.83,25.32,False,1198.0,False,77.0,False
2018,92056,Diesel,Manual,First,7.0,18.39,13.68,False,2393.0,False,147.8,False
2016,14930,Petrol,Manual,First,5.0,5.85,21.4,False,1197.0,False,83.1,False
2016,38000,Diesel,Manual,First,5.0,6.21,27.3,False,1498.0,False,98.6,False
2013,71000,Petrol,Manual,First,5.0,3.65,17.0,False,1197.0,False,80.0,False
2012,71000,Diesel,Manual,First,5.0,3.7,23.0,False,1396.0,False,90.0,False
2015,50000,Diesel,Automatic,First,5.0,30.0,19.27,False,2143.0,False,167.62,False
2016,48163,Petrol,Manual,First,5.0,4.85,19.1,False,1197.0,False,82.0,False
2017,19168,Petrol,Automatic,First,5.0,6.93,18.9,False,1197.0,False,82.0,False
2016,26000,Petrol,Manual,First,5.0,2.6,22.74,False,796.0,False,47.3,False
2014,37400,Petrol,Manual,First,5.0,1.89,18.2,False,1199.0,False,82.5,False
2018,8682,Diesel,Automatic,First,5.0,39.5,0.0,False,1950.0,False,194.0,False
2012,95000,Petrol,Automatic,First,5.0,10.0,13.7,False,1798.0,False,157.75,False
2009,34000,Diesel,Automatic,First,5.0,9.95,16.55,False,1968.0,False,147.51,False
2014,95000,Diesel,Manual,Second,8.0,9.45,12.8,False,2494.0,False,102.0,False
2017,13689,Diesel,Automatic,First,5.0,28.25,17.9,False,2143.0,False,136.0,False
2008,84000,Petrol,Manual,Second,5.0,1.8,19.81,False,1086.0,False,68.05,False
2008,47000,Petrol,Manual,Second,5.0,1.4,17.5,False,1298.0,False,85.8,False
2015,60001,Diesel,Automatic,First,5.0,7.25,21.66,False,1498.0,False,103.52,False
2012,96000,Diesel,Manual,First,5.0,3.6,21.1,False,1248.0,False,73.9,False
2004,47300,Petrol,Manual,Second,5.0,1.2,14.4,False,1599.0,False,94.0,False
2014,28246,Petrol,Manual,Second,5.0,4.94,17.8,False,1198.0,False,86.7,False
2007,65000,Petrol,Manual,Second,5.0,1.25,18.9,False,998.0,False,67.1,False
2013,68000,Diesel,Manual,Second,5.0,4.8,22.07,False,1199.0,False,73.9,False
2019,11209,Diesel,Automatic,First,7.0,31.15,12.62,False,2198.0,False,158.0,False
2011,41980,Petrol,Manual,Second,5.0,3.3,17.0,False,1197.0,False,80.0,False
2012,65000,Diesel,Manual,First,5.0,2.4,25.44,False,936.0,False,57.6,False
2010,38000,Petrol,Manual,First,5.0,2.0,14.8,False,1799.0,False,130.2,False
2014,51000,Petrol,Manual,First,5.0,3.1,20.51,False,998.0,False,67.04,False
2014,33855,Petrol,Manual,First,5.0,5.09,15.0,False,1598.0,False,103.6,False
2006,146000,Petrol,Manual,Second,5.0,1.05,15.4,False,1590.0,False,94.0,False
2015,47037,Diesel,Manual,Second,5.0,7.0,22.77,False,1498.0,False,98.59,False
2010,58000,Petrol,Manual,Second,5.0,2.5,13.2,False,1495.0,False,94.0,False
2012,61240,Diesel,Automatic,First,5.0,17.5,22.48,False,1995.0,False,190.0,False
2011,91211,Petrol,Manual,First,5.0,2.1,20.92,False,998.0,False,67.1,False
2013,84000,Diesel,Automatic,First,5.0,17.75,15.73,False,1968.0,False,174.33,False
2008,64226,LPG,Manual,First,5.0,1.45,7.354986139586015,False,1061.0,False,57.5,False
2005,67000,Petrol,Automatic,Second,5.0,2.45,11.3,False,1794.0,False,125.0,False
2011,106976,Diesel,Automatic,First,5.0,13.8,13.5,False,2400.0,False,215.0,False
2016,27210,Diesel,Manual,First,5.0,5.85,27.3,False,1498.0,False,98.6,False
2017,26322,Diesel,Manual,First,5.0,8.9,28.09,False,1248.0,False,88.5,False
2016,9107,Petrol,Manual,First,5.0,5.15,20.4,False,1197.0,False,81.8,False
2015,63983,Diesel,Automatic,First,5.0,16.56,19.27,False,2143.0,False,170.0,False
2010,134000,Petrol,Manual,Second,5.0,1.65,18.9,False,1061.0,False,67.0,False
2015,11000,Petrol,Automatic,First,5.0,16.0,15.5,False,1595.0,False,120.7,False
2008,93000,Petrol,Manual,First,5.0,1.45,0.0,False,1086.0,False,62.0,False
2017,24852,Diesel,Automatic,First,5.0,8.08,26.59,False,1248.0,False,74.0,False
2014,37632,Petrol,Automatic,First,5.0,4.5,18.9,False,1197.0,False,82.0,False
2013,55000,Petrol,Manual,Second,5.0,4.3,16.95,False,1498.0,False,97.7,False
2010,81448,Petrol,Manual,First,5.0,2.6,19.0,False,998.0,False,66.1,False
2018,1900,Petrol,Manual,First,5.0,4.45,25.17,False,799.0,False,53.3,False
2012,54957,Petrol,Automatic,First,5.0,5.37,17.1,False,1591.0,False,121.4,False
2008,55000,Petrol,Manual,Second,5.0,1.75,18.9,False,1061.0,False,67.0,False
2013,21983,Diesel,Automatic,First,5.0,16.5,18.88,False,1995.0,False,184.0,False
2013,76000,Diesel,Automatic,First,5.0,19.0,18.48,False,1995.0,False,177.0,False
2016,65000,Diesel,Manual,First,5.0,2.8,25.0,False,1396.0,False,69.01,False
2015,26000,Diesel,Manual,First,5.0,6.2,22.54,False,1396.0,False,88.73,False
2019,11571,Petrol,Manual,First,8.0,3.8,16.8,False,796.0,False,34.2,False
2014,81000,Diesel,Manual,First,5.0,6.1,25.2,False,1248.0,False,74.0,False
2019,23154,Diesel,Manual,First,5.0,11.65,23.0,False,1498.0,False,98.96,False
2014,26856,Petrol,Automatic,First,5.0,4.15,16.5,False,1198.0,False,86.8,False
2017,67489,Diesel,Manual,First,7.0,16.5,13.68,False,2393.0,False,147.8,False
2008,176000,Diesel,Manual,Second,8.0,4.3,10.5,False,2179.0,False,120.0,False
2010,18000,Petrol,Manual,First,5.0,2.25,18.5,False,1197.0,False,80.0,False
2014,63003,Diesel,Manual,First,5.0,6.75,22.32,False,1582.0,False,126.32,False
2014,80000,Diesel,Manual,First,7.0,9.4,15.1,False,2179.0,False,140.0,False
2014,56658,Diesel,Manual,First,5.0,5.39,20.64,False,1498.0,False,108.5,False
2019,18592,Diesel,Manual,First,5.0,8.51,26.59,False,1248.0,False,74.0,False
2010,75695,Petrol,Manual,First,5.0,1.85,13.7,False,1368.0,False,88.8,False
2012,82000,Diesel,Manual,Second,5.0,2.5,22.9,False,1248.0,False,74.0,False
2013,60000,Diesel,Manual,First,5.0,4.75,22.07,False,1199.0,False,73.9,False
2009,138000,Petrol,Manual,Second,5.0,3.5,17.0,False,1497.0,False,118.0,False
2014,67000,Diesel,Manual,First,5.0,5.5,23.0,False,1396.0,False,90.0,False
2012,42750,Petrol,Manual,First,5.0,6.33,17.0,False,1497.0,False,118.0,False
2014,52398,Diesel,Manual,First,5.0,2.47,25.44,False,936.0,False,57.6,False
2014,36657,Petrol,Manual,First,5.0,3.3,16.2,False,995.0,False,62.1,False
2011,77000,Diesel,Manual,Second,7.0,3.5,11.57,False,2179.0,False,138.1,False
2014,85000,Diesel,Automatic,First,7.0,38.75,11.3,False,2987.0,False,254.8,False
2008,112500,Diesel,Automatic,First,5.0,7.99,11.5,False,2993.0,False,235.0,False
2013,105072,Diesel,Manual,First,7.0,13.28,14.24,False,2755.0,False,174.5,False
2012,80000,Petrol,Automatic,First,5.0,9.5,11.25,False,1995.0,False,150.0,False
2019,3102,Diesel,Manual,First,5.0,14.01,20.37,False,1461.0,False,108.45,False
2016,14656,Diesel,Manual,First,5.0,6.99,24.4,False,1120.0,False,71.0,False
2010,105000,Diesel,Automatic,Second,5.0,11.0,13.2,False,1995.0,False,170.0,False
2008,61000,Petrol,Automatic,Second,5.0,11.0,10.8,False,2497.0,False,215.0,False
2010,85046,Petrol,Manual,Second,5.0,2.3,18.06,False,1198.0,False,75.0,False
2014,48000,Diesel,Automatic,First,5.0,26.5,16.36,False,2179.0,False,187.7,False
2011,55000,Diesel,Automatic,First,7.0,67.0,10.2,False,4367.0,False,308.0,False
2017,4000,Petrol,Automatic,First,5.0,17.75,16.0,False,1368.0,False,160.0,False
2010,94000,Petrol,Automatic,Second,5.0,4.8,10.1,False,2354.0,False,152.0,False
2013,61110,Petrol,Manual,First,5.0,4.57,18.6,False,1197.0,False,85.8,False
2016,80000,Diesel,Manual,First,5.0,3.5,24.4,False,1120.0,False,71.0,False
2015,43190,Diesel,Manual,First,5.0,7.61,19.01,False,1461.0,False,108.5,False
2015,45000,Diesel,Automatic,First,5.0,25.0,18.25,False,1968.0,False,187.74,False
2016,44178,Petrol,Manual,First,5.0,5.88,18.9,False,1197.0,False,82.0,False
2015,84415,Diesel,Manual,First,8.0,13.5,12.99,False,2494.0,False,100.6,False
2015,35000,Petrol,Manual,First,5.0,4.6,18.5,False,1197.0,False,80.0,False
2013,44000,Diesel,Manual,First,5.0,4.9,22.77,False,1498.0,False,98.59,False
2012,67635,Petrol,Manual,First,5.0,5.25,17.0,False,1497.0,False,118.0,False
2018,18385,Petrol,Automatic,First,5.0,12.41,14.8,False,1497.0,False,121.36,False
2014,35000,Diesel,Manual,First,5.0,3.8,22.07,False,1199.0,False,73.9,False
2010,49000,Diesel,Automatic,First,5.0,8.95,19.27,False,2143.0,False,170.0,False
2013,69000,Diesel,Manual,First,5.0,7.2,22.7,False,1498.0,False,89.84,False
2017,23228,Petrol,Manual,First,5.0,4.5,14.4,False,1396.0,False,65.0,False
2014,68462,Diesel,Manual,First,5.0,4.15,26.59,False,1248.0,False,74.0,False
2016,74611,Diesel,Manual,First,5.0,7.94,25.1,False,1248.0,False,88.5,False
2014,90000,Diesel,Manual,First,5.0,7.25,19.01,False,1461.0,False,108.45,False
2016,22000,Petrol,Manual,First,5.0,3.7,18.9,False,998.0,False,67.1,False
2010,58163,Petrol,Manual,First,5.0,2.45,0.0,False,1086.0,False,62.0,False
2011,109500,Diesel,Manual,Third,5.0,1.5,25.44,False,936.0,False,57.6,False
2017,13363,Diesel,Manual,First,7.0,12.0,16.0,False,1997.0,False,140.0,False
2012,51000,Petrol,Manual,Second,5.0,2.2,19.81,False,1086.0,False,68.05,False
2007,103000,Diesel,Manual,First,7.0,3.6,13.93,False,2179.0,False,138.0,False
2009,43002,Petrol,Manual,First,5.0,1.92,20.36,False,1197.0,False,78.9,False
2016,108000,Diesel,Automatic,First,7.0,20.5,11.36,False,2755.0,False,171.5,False
2010,82407,Diesel,Manual,First,5.0,4.25,17.5,False,1896.0,False,106.0,False
2013,29000,Petrol,Manual,First,5.0,3.2,18.9,False,1197.0,False,82.0,False
2012,225000,Diesel,Manual,Second,5.0,2.6,23.59,False,1364.0,False,113.37409595233115,False
2014,45000,Diesel,Manual,First,5.0,3.85,23.4,False,1248.0,False,74.0,False
2010,93401,Diesel,Manual,First,5.0,3.48,23.0,False,1396.0,False,90.0,False
2017,95802,Diesel,Manual,Second,5.0,4.55,25.83,False,1498.0,False,99.0,False
2016,130000,Diesel,Manual,First,7.0,7.0,25.47,False,1248.0,False,88.5,False
2013,67443,Diesel,Manual,First,7.0,5.75,20.77,False,1248.0,False,88.8,False
2016,47681,Petrol,Automatic,First,5.0,8.73,16.8,False,1497.0,False,116.3,False
2009,35000,Petrol,Manual,First,5.0,1.7,19.7,False,796.0,False,46.3,False
2016,68000,Diesel,Automatic,First,7.0,29.5,10.91,False,3198.0,False,197.0,False
2019,34688,Diesel,Manual,First,5.0,10.49,24.3,False,1248.0,False,88.5,False
2015,10512,Petrol,Automatic,First,2.0,64.0,8.6,False,2706.0,False,265.0,False
2016,58000,Diesel,Manual,First,5.0,7.55,22.9,False,1248.0,False,74.0,False
2014,40000,Petrol,Manual,First,5.0,3.95,17.57,False,1193.0,False,88.7,False
2010,61000,Petrol,Manual,Fourth & Above,5.0,3.25,17.0,False,1197.0,False,80.0,False
2009,86000,Diesel,Manual,First,5.0,2.75,19.4,False,1422.0,False,70.0,False
2015,45000,Diesel,Manual,First,5.0,7.35,21.43,False,1364.0,False,87.2,False
2017,55000,Petrol,Manual,First,5.0,4.7,17.0,False,1198.0,False,73.75,False
2016,36855,Petrol,Manual,Second,5.0,8.77,15.29,False,1591.0,False,121.3,False
2013,46821,Petrol,Manual,First,5.0,3.42,20.36,False,1197.0,False,78.9,False
2015,120000,Petrol,Manual,First,5.0,2.5,18.6,False,1199.0,False,76.8,False
2012,29000,Diesel,Automatic,First,5.0,20.0,14.74,False,2993.0,False,270.9,False
2014,40000,Petrol,Manual,First,5.0,5.25,13.24,False,1598.0,False,102.5,False
2013,60000,Diesel,Automatic,Second,5.0,14.5,15.73,False,1968.0,False,174.33,False
2011,64984,Petrol,Automatic,First,5.0,3.45,16.95,False,1197.0,False,78.9,False
2015,73204,Petrol,Automatic,First,5.0,3.3,24.07,False,998.0,False,67.1,False
2014,50000,Diesel,Automatic,First,7.0,51.0,11.33,False,4134.0,False,335.2,False
2017,35000,Diesel,Manual,First,5.0,6.5,24.3,False,1248.0,False,88.5,False
2013,17729,Petrol,Manual,First,5.0,3.65,21.1,False,814.0,False,55.2,False
2012,97000,Diesel,Manual,First,5.0,7.25,20.0,False,1497.0,False,115.0,False
2014,89614,Diesel,Manual,First,5.0,6.01,22.0,False,1582.0,False,126.2,False
2015,14000,Petrol,Manual,First,5.0,2.8,18.9,False,998.0,False,67.1,False
2012,50000,Petrol,Manual,First,5.0,4.0,17.0,False,1197.0,False,80.0,False
2014,62505,Petrol,Manual,First,5.0,5.95,17.4,False,1497.0,False,117.3,False
2011,248000,Diesel,Manual,Second,7.0,9.2,12.8,False,2494.0,False,102.0,False
2012,94900,Diesel,Manual,First,5.0,5.35,16.8,False,1493.0,False,110.0,False
2017,55000,Diesel,Manual,First,7.0,12.0,17.6,False,2179.0,False,153.86,False
2015,53735,Diesel,Automatic,Second,7.0,38.94,12.07,False,2967.0,False,241.4,False
2008,53934,Petrol,Manual,Second,5.0,2.69,18.9,False,998.0,False,67.1,False
2013,58500,Diesel,Automatic,Second,5.0,27.5,17.09,False,1995.0,False,218.0,False
2014,48000,Petrol,Manual,First,5.0,2.75,18.0,False,1198.0,False,86.7,False
2016,24000,Petrol,Manual,First,5.0,2.8,24.7,False,796.0,False,47.3,False
2016,52001,Petrol,Manual,First,5.0,6.45,17.01,False,1591.0,False,121.3,False
2018,9565,Petrol,Manual,First,5.0,5.88,23.84,False,1199.0,False,84.0,False
2013,32953,Petrol,Manual,First,5.0,4.65,18.6,False,1197.0,False,85.8,False
2014,18000,Petrol,Manual,First,5.0,2.5,21.1,False,814.0,False,55.2,False
2018,20446,Petrol,Automatic,First,5.0,51.35,12.6,False,1950.0,False,191.34,False
2016,33016,Diesel,Manual,First,5.0,6.85,22.54,False,1396.0,False,88.73,False
2012,48000,Diesel,Manual,First,5.0,5.25,23.59,False,1364.0,False,67.05,False
2014,72022,Diesel,Manual,First,5.0,9.23,21.43,False,1364.0,False,87.2,False
2014,34000,Diesel,Automatic,First,5.0,22.0,20.7,False,1496.0,False,113.98,False
2014,69000,Diesel,Manual,First,5.0,5.19,20.14,False,1498.0,False,88.8,False
2009,108000,Petrol,Automatic,First,5.0,4.35,13.7,False,1798.0,False,157.75,False
2013,34700,Diesel,Automatic,First,5.0,24.5,10.0,False,2148.0,False,170.0,False
2015,79000,Diesel,Manual,First,5.0,5.75,17.8,False,1248.0,False,75.0,False
2016,58197,Petrol,Automatic,First,5.0,9.19,18.0,False,1497.0,False,117.3,False
2008,66000,Petrol,Automatic,Second,5.0,10.75,8.45,False,2979.0,False,321.0,False
2009,60000,Petrol,Automatic,First,5.0,2.99,19.2,False,1197.0,False,80.0,False
2014,57000,Diesel,Manual,First,5.0,3.89,26.59,False,1248.0,False,74.0,False
2018,45555,Diesel,Manual,First,5.0,11.73,26.0,False,1498.0,False,98.6,False
2016,55137,Petrol,Manual,First,5.0,3.11,14.0,False,796.0,False,35.0,False
2014,93325,Diesel,Manual,Second,5.0,14.45,17.2,False,1968.0,False,138.1,False
2018,38000,Diesel,Manual,First,7.0,8.7,24.52,False,1248.0,False,88.5,False
2016,57738,Diesel,Manual,First,5.0,5.04,24.0,False,1120.0,False,70.0,False
2017,38282,Diesel,Manual,First,5.0,8.5,28.09,False,1248.0,False,88.5,False
2014,64000,Diesel,Automatic,First,5.0,15.65,19.27,False,2143.0,False,170.0,False
2015,32000,Diesel,Manual,First,5.0,5.65,20.5,False,1248.0,False,91.72,False
2010,83000,Petrol,Automatic,First,5.0,16.5,10.93,False,2497.0,False,204.0,False
2011,76000,CNG,Manual,First,5.0,2.0,11.181279507000704,False,998.0,False,67.1,False
2012,67200,Petrol,Manual,First,5.0,3.9,15.04,False,1598.0,False,103.6,False
2013,62655,Diesel,Automatic,First,5.0,14.5,18.88,False,1995.0,False,184.0,False
2015,16900,Diesel,Automatic,First,5.0,44.0,14.69,False,2993.0,False,258.0,False
2017,8471,Petrol,Manual,First,5.0,5.0,18.9,False,1197.0,False,81.86,False
2016,69000,Diesel,Automatic,First,7.0,19.75,11.36,False,2755.0,False,171.5,False
2017,30090,Diesel,Automatic,First,5.0,11.44,19.6,False,1461.0,False,108.45,False
2011,120000,Diesel,Manual,First,5.0,1.75,18.0,False,1248.0,False,75.0,False
2013,23000,Diesel,Manual,First,5.0,5.6,17.8,False,1248.0,False,113.37409595233115,False
2016,35939,Petrol,Manual,First,5.0,30.42,12.3,False,1796.0,False,185.0,False
2013,116694,Diesel,Manual,First,7.0,9.57,15.1,False,2179.0,False,140.0,False
2016,40448,Diesel,Manual,First,7.0,3.5,15.96,False,2523.0,False,62.1,False
2018,64456,Diesel,Manual,First,5.0,10.46,24.3,False,1248.0,False,88.5,False
2014,52782,Diesel,Manual,First,5.0,4.85,20.5,False,1248.0,False,91.72,False
2016,51672,Petrol,Manual,First,5.0,5.68,19.5,False,1199.0,False,88.76,False
2015,56073,Petrol,Automatic,First,5.0,13.25,13.7,False,1798.0,False,157.75,False
2011,65000,Diesel,Automatic,First,5.0,16.0,14.74,False,2993.0,False,270.9,False
2013,79000,Petrol,Manual,First,5.0,3.0,18.9,False,998.0,False,67.1,False
2007,43206,Petrol,Manual,First,5.0,0.99,17.0,False,1086.0,False,113.37409595233115,False
2010,70200,Petrol,Automatic,First,5.0,5.0,14.53,False,1798.0,False,138.1,False
2016,42000,Petrol,Manual,First,5.0,4.75,16.1,False,1197.0,False,85.0,False
2014,62000,Petrol,Manual,First,5.0,5.35,16.47,False,1198.0,False,74.0,False
2017,20000,Petrol,Manual,First,5.0,5.98,18.9,False,1197.0,False,81.86,False
2011,80000,Diesel,Manual,Third,5.0,3.5,21.5,False,1248.0,False,88.8,False
2018,50234,Petrol,Manual,First,5.0,4.77,18.9,False,1197.0,False,81.86,False
2016,50003,Petrol,Manual,First,5.0,5.45,21.4,False,1197.0,False,83.1,False
2018,1000,Petrol,Automatic,First,5.0,6.85,20.3,False,1199.0,False,84.0,False
2016,54897,Diesel,Automatic,First,5.0,7.3,26.59,False,1248.0,False,74.0,False
2007,108995,Petrol,Manual,First,5.0,1.25,15.3,False,1193.0,False,65.3,False
2015,73000,Diesel,Manual,First,5.0,8.25,22.7,False,1598.0,False,118.0,False
2008,65000,Petrol,Manual,First,5.0,2.71,16.1,False,1298.0,False,88.2,False
2016,32000,Petrol,Manual,First,5.0,3.6,19.1,False,1197.0,False,82.0,False
2010,65000,Petrol,Manual,First,5.0,3.0,18.5,False,1197.0,False,80.0,False
2016,21600,Petrol,Automatic,First,5.0,4.65,23.1,False,998.0,False,67.04,False
2010,39000,Diesel,Automatic,First,5.0,9.5,14.84,False,2143.0,False,170.0,False
2011,58075,Petrol,Manual,First,5.0,2.95,17.5,False,1298.0,False,85.8,False
2011,58000,Petrol,Manual,First,5.0,3.0,15.04,False,1598.0,False,103.6,False
2015,58000,Diesel,Manual,First,5.0,5.95,25.2,False,1248.0,False,74.0,False
2008,89000,Petrol,Automatic,First,5.0,4.0,14.53,False,1798.0,False,138.1,False
2008,72000,Petrol,Manual,First,5.0,2.5,13.5,False,1799.0,False,130.0,False
2017,1800,Petrol,Automatic,First,5.0,11.37,16.05,False,1499.0,False,110.4,False
2010,172050,Diesel,Manual,Second,5.0,2.25,19.0,False,1248.0,False,93.0,False
2013,46230,Petrol,Manual,First,5.0,3.1,19.81,False,1086.0,False,68.05,False
2014,86925,Diesel,Automatic,First,5.0,17.18,11.2,False,2400.0,False,215.0,False
2018,5000,Petrol,Manual,First,5.0,6.5,18.6,False,1197.0,False,81.83,False
2014,66000,Diesel,Manual,First,5.0,5.7,26.0,False,1498.0,False,98.6,False
2013,119000,Diesel,Manual,First,8.0,8.0,12.99,False,2494.0,False,100.0,False
2016,45000,Petrol,Manual,First,5.0,2.6,25.17,False,799.0,False,53.3,False
2009,66149,Petrol,Manual,First,5.0,2.45,19.0,False,998.0,False,66.1,False
2014,42070,Petrol,Automatic,First,5.0,11.57,14.8,False,1595.0,False,120.7,False
2012,35503,Petrol,Manual,First,5.0,2.3,18.9,False,998.0,False,67.1,False
2016,41460,Diesel,Manual,First,5.0,5.9,25.2,False,1248.0,False,74.0,False
2015,40600,Petrol,Automatic,First,5.0,7.2,17.0,False,1591.0,False,121.3,False
2013,87000,Diesel,Automatic,First,5.0,5.9,22.0,False,1582.0,False,126.2,False
2014,30000,Petrol,Manual,Second,5.0,6.0,16.8,False,1497.0,False,116.3,False
2010,27089,Petrol,Manual,First,5.0,1.95,16.0,False,1086.0,False,66.7,False
2016,53702,Diesel,Manual,First,5.0,6.55,23.59,False,1364.0,False,67.04,False
2015,51000,Diesel,Automatic,First,5.0,25.0,27.03,False,1969.0,False,190.0,False
2012,36542,Diesel,Manual,First,5.0,2.65,20.0,False,1399.0,False,68.05,False
2017,15000,Diesel,Automatic,First,5.0,69.5,13.0,False,2987.0,False,265.0,False
2012,65000,Diesel,Automatic,First,5.0,14.0,22.69,False,1995.0,False,190.0,False
2014,32000,Petrol,Manual,Second,5.0,2.1,22.74,False,796.0,False,47.3,False
2017,24393,Diesel,Manual,First,7.0,20.4,13.68,False,2393.0,False,147.8,False
2019,1000,Petrol,Manual,First,5.0,5.68,18.78,False,999.0,False,75.0,False
2014,28238,Petrol,Manual,First,5.0,5.55,13.24,False,1598.0,False,102.5,False
2013,59000,Diesel,Manual,First,7.0,12.75,13.5,False,2477.0,False,175.56,False
2012,92000,Petrol,Manual,Second,5.0,3.35,14.8,False,1799.0,False,130.2,False
2013,56840,Petrol,Manual,First,5.0,1.55,22.74,False,796.0,False,47.3,False
2013,62746,Diesel,Manual,Second,5.0,5.9,20.54,False,1598.0,False,103.6,False
2012,96000,Diesel,Automatic,First,5.0,18.98,12.35,False,2179.0,False,187.74,False
